hash,cls,source,name,icon,score,verts,parts,ntex,height
0x2227A,unclear,geometry,,,3.45,291,2,5,168.6
0x25230,building,geometry,,,3.45,436,4,5,9449.4
0x25E30,building,geometry,,,3.45,436,4,5,9449.4
0x27B5D,unclear,geometry,,,3.45,184,2,4,125.1
0x286BF,building,geometry,,,3.45,88,2,6,892.0
0x28FB0,unclear,geometry,,,3.45,291,2,5,168.6
0x2E32C,unclear,geometry,,,3.45,94,3,5,49.4
0x2F39,building,geometry,,,3.45,482,3,7,558.4
0x31B8A,item,icon,,itemIcon_203658.png,3.45,355,2,1,32.5
0x33E93,building,geometry,,,3.45,340,3,7,361.9
0x3583A,building,geometry,,,3.45,65,3,8,588.4
0x350A,building,geometry,,,3.45,329,2,3,1170.2
0x34BB,unclear,geometry,,,3.45,184,2,4,125.1
0x37609,unclear,geometry,,,3.45,355,2,1,32.5
0x37C40,item,icon,,itemIcon_228416.png,3.45,353,3,1,27.0
0x3E09C,building,geometry,,,3.45,65,3,8,588.4
0x407F3,unclear,geometry,,,3.45,353,3,1,27.0
0x462DD,unclear,geometry,,,3.45,65,2,5,132.3
0x463AD,unclear,geometry,,,3.45,65,2,5,132.3
0x465FF,unclear,geometry,,,3.45,65,2,5,132.3
0x472FB,building,geometry,,,3.45,436,4,6,9449.4
0x59A85,unclear,geometry,,,3.45,445,3,2,29.5
0x5B877,unclear,geometry,,,3.45,491,4,1,32.0
0x5B99F,unclear,geometry,,,3.45,491,4,1,32.0
0x31982,item,icon,,itemIcon_203138.png,3.44,210,2,1,23.3
0x29C06,item,icon,,itemIcon_171014.png,3.44,406,3,1,24.6
0x3F14A,small,geometry,,,3.44,406,3,1,24.6
0x401AB,small,geometry,,,3.44,210,2,1,23.3
0x25431,item,icon,,itemIcon_152625.png,3.44,286,3,1,37.1
0x2551A,item,icon,,itemIcon_152858.png,3.44,289,3,1,24.6
0x36CE8,unclear,geometry,,,3.44,286,3,1,37.1
0x36CF2,small,geometry,,,3.44,289,3,1,24.6
0x1B5A2,small,geometry,,,3.44,76,1,2,21.1
0x21361,small,geometry,,,3.44,76,1,2,21.1
0x21C79,unclear,geometry,,,3.44,100,3,4,155.4
0x28B1B,building,geometry,,,3.44,222,3,6,1634.3
0x2DEFC,building,geometry,,,3.44,222,3,6,1634.3
0x31A05,item,icon,,itemIcon_203269.png,3.44,423,4,2,36.4
0x31B38,item,icon,,itemIcon_203576.png,3.44,435,3,1,35.1
0x401FE,unclear,geometry,,,3.44,423,4,2,36.4
0x43B6A,item,icon,,itemIcon_277354.png,3.44,68,2,2,17.4
0x476C4,unclear,geometry,,,3.44,435,3,1,35.1
0x52A1B,building,geometry,,,3.44,192,2,5,1634.3
0x565E7,unclear,geometry,,,3.44,351,3,1,27.2
0x56653,unclear,geometry,,,3.44,351,3,1,27.2
0x566BD,unclear,geometry,,,3.44,351,3,1,27.2
0x56727,unclear,geometry,,,3.44,351,3,1,27.2
0x56774,unclear,geometry,,,3.44,455,2,1,49.7
0x56799,unclear,geometry,,,3.44,351,3,1,27.2
0x56803,unclear,geometry,,,3.44,351,3,1,27.2
0x5686D,unclear,geometry,,,3.44,306,2,1,27.2
0x568DF,unclear,geometry,,,3.44,351,3,1,27.2
0x56951,unclear,geometry,,,3.44,351,3,1,27.2
0x569BF,unclear,geometry,,,3.44,351,3,1,27.2
0x5713C,item,icon,,itemIcon_356668.png,3.44,248,2,2,15.8
0x57223,item,icon,,itemIcon_356899.png,3.44,247,2,2,16.7
0x57F68,unclear,geometry,,,3.44,469,4,1,25.2
0x58025,unclear,geometry,,,3.44,465,4,1,25.2
0x580E9,unclear,geometry,,,3.44,469,4,1,25.2
0x58151,unclear,geometry,,,3.44,469,4,1,25.2
0x58212,unclear,geometry,,,3.44,467,5,1,25.2
0x5827A,unclear,geometry,,,3.44,477,4,1,25.2
0x58976,unclear,geometry,,,3.44,469,4,1,25.2
0x589D0,unclear,geometry,,,3.44,465,4,1,25.2
0x58A26,unclear,geometry,,,3.44,469,4,1,25.2
0x58A54,unclear,geometry,,,3.44,469,4,1,25.2
0x58AAE,unclear,geometry,,,3.44,467,5,1,25.2
0x58AD9,unclear,geometry,,,3.44,477,4,1,25.2
0x5998F,small,geometry,,,3.44,249,4,1,20.4
0x59A43,small,geometry,,,3.44,249,4,1,20.4
0x59AE3,small,geometry,,,3.44,249,4,1,20.4
0xB698,unclear,geometry,,,3.44,100,3,4,155.4
0x27A2E,item,icon,,itemIcon_162350.png,3.43,275,2,1,24.7
0x3FB6F,small,geometry,,,3.43,275,2,1,24.7
0x542E1,building,geometry,,,3.43,314,8,11,1071.3
0x542E4,building,geometry,,,3.43,314,8,11,1071.3
0x542E7,building,geometry,,,3.43,314,7,7,1071.3
0x1F216,building,geometry,,,3.43,184,2,5,521.8
0x22114,building,geometry,,,3.43,184,2,5,521.8
0x31C79,item,icon,,itemIcon_203897.png,3.43,368,3,1,24.4
0x31CA1,item,icon,,itemIcon_203937.png,3.43,378,3,1,24.4
0x31CE5,item,icon,,itemIcon_204005.png,3.43,327,3,1,24.8
0x340F4,building,geometry,,,3.43,73,2,3,257.0
0x37739,item,icon,,itemIcon_227129.png,3.43,300,3,1,23.9
0x403AC,small,geometry,,,3.43,368,3,1,24.4
0x403D2,small,geometry,,,3.43,378,3,1,24.4
0x40429,small,geometry,,,3.43,300,3,1,23.9
0x40CF0,building,geometry,,,3.43,380,5,7,201.6
0x466A4,building,geometry,,,3.43,91,1,4,1673.2
0x46BB8,building,geometry,,,3.43,91,1,4,1673.2
0x46C9B,building,geometry,,,3.43,110,2,6,2775.3
0x46D66,building,geometry,,,3.43,110,2,6,2775.3
0x49190,item,icon,,itemIcon_299408.png,3.43,449,2,1,39.3
0x49159,item,icon,,itemIcon_299353.png,3.43,350,3,1,24.8
0x4E3B8,building,geometry,,,3.43,91,1,4,1673.2
0x4F852,unclear,geometry,,,3.43,449,2,1,39.3
0x50201,small,geometry,,,3.43,350,3,1,24.8
0x5057F,item,icon,,itemIcon_329087.png,3.43,443,4,1,24.4
0x566A0,unclear,geometry,,,3.43,455,2,1,49.0
0x56835,small,geometry,,,3.43,310,2,1,24.2
0x56911,small,geometry,,,3.43,310,2,1,24.1
0x57BA4,small,geometry,,,3.43,327,3,1,24.8
0x573B4,unclear,geometry,,,3.43,496,2,1,42.4
0x5742C,unclear,geometry,,,3.43,496,2,1,42.4
0x5724E,unclear,geometry,,,3.43,496,2,1,42.4
0x572C6,unclear,geometry,,,3.43,491,2,1,42.4
0x5733E,unclear,geometry,,,3.43,496,2,1,42.4
0x5B5D1,unclear,geometry,,,3.43,491,4,1,32.0
0x5B683,unclear,geometry,,,3.43,491,4,1,32.0
0x5B903,unclear,geometry,,,3.43,491,4,1,32.0
0x5BB93,unclear,geometry,,,3.43,491,4,1,32.0
0x27839,item,icon,,itemIcon_161849.png,3.42,262,2,1,23.8
0x27712,item,icon,,itemIcon_161554.png,3.42,314,2,1,23.8
0x36A43,small,geometry,,,3.42,161,2,1,22.8
0x3778F,unclear,geometry,,,3.42,496,4,1,26.6
0x3FA23,small,geometry,,,3.42,314,2,1,23.8
0x3FAF5,small,geometry,,,3.42,262,2,1,23.8
0x40476,item,icon,,itemIcon_263286.png,3.42,496,4,1,26.6
0x61E0,small,geometry,,,3.42,161,2,1,22.8
0x255AE,small,geometry,,,3.42,211,3,1,24.4
0x2717F,item,icon,,itemIcon_160127.png,3.42,215,2,1,23.9
0x27744,item,icon,,itemIcon_161604.png,3.42,262,2,1,23.8
0x36D0C,small,geometry,,,3.42,211,3,1,24.4
0x3F7DB,small,geometry,,,3.42,215,2,1,23.9
0x3FA41,small,geometry,,,3.42,262,2,1,23.8
0x1340C,building,geometry,,,3.42,238,2,3,229.5
0x217D6,unclear,geometry,,,3.42,207,1,1,45.4
0x21A78,building,geometry,,,3.42,301,2,4,240.1
0x220F9,building,geometry,,,3.42,238,2,3,229.5
0x221D6,unclear,geometry,,,3.42,156,1,2,28.5
0x28D7D,building,geometry,,,3.42,149,2,4,438.1
0x2E0BE,building,geometry,,,3.42,149,2,4,438.1
0x2E27,building,geometry,,,3.42,301,2,4,240.1
0x31B62,item,icon,,itemIcon_203618.png,3.42,455,4,1,33.4
0x3514D,building,geometry,,,3.42,80,3,3,326.6
0x375EF,unclear,geometry,,,3.42,455,4,1,33.4
0x386F2,unclear,geometry,,,3.42,118,1,4,44.3
0x45F40,building,geometry,,,3.42,162,4,6,278.0
0x46419,building,geometry,,,3.42,475,4,4,381.6
0x5661B,small,geometry,,,3.42,310,2,1,24.1
0x5507A,building,geometry,,,3.42,65,2,4,543.6
0x551EB,building,geometry,,,3.42,65,2,4,543.6
0x56685,small,geometry,,,3.42,310,2,1,24.2
0x566EF,small,geometry,,,3.42,310,2,1,24.1
0x56759,small,geometry,,,3.42,314,2,1,24.2
0x567CB,small,geometry,,,3.42,310,2,1,24.1
0x5689F,small,geometry,,,3.42,310,2,1,24.1
0x56983,small,geometry,,,3.42,310,2,1,24.1
0x569F1,small,geometry,,,3.42,310,2,1,24.1
0x57045,item,icon,,itemIcon_356421.png,3.42,247,2,2,16.7
0x57072,unclear,geometry,,,3.42,496,2,1,42.4
0x57299,item,icon,,itemIcon_357017.png,3.42,247,2,2,17.0
0x598D9,small,geometry,,,3.42,249,4,1,20.1
0x59D94,unclear,geometry,,,3.42,368,4,1,25.2
0x5A48,unclear,geometry,,,3.42,156,1,2,28.5
0x7C9D,building,geometry,,,3.42,162,4,6,278.0
0x8B89,unclear,geometry,,,3.42,207,1,1,45.4
0x276EE,small,geometry,,,3.41,225,2,1,23.8
0x31C1E,item,icon,,itemIcon_203806.png,3.41,264,2,1,23.3
0x31C4F,item,icon,,itemIcon_203855.png,3.41,411,3,1,24.4
0x36E90,small,geometry,,,3.41,225,2,1,23.8
0x40361,small,geometry,,,3.41,264,2,1,23.3
0x40384,small,geometry,,,3.41,411,3,1,24.4
0x1B09A,item,icon,,itemIcon_110746.png,3.41,336,2,1,24.0
0x1B0B6,item,icon,,itemIcon_110774.png,3.41,292,3,1,24.7
0x26FF3,item,icon,,itemIcon_159731.png,3.41,351,4,1,24.6
0x27158,item,icon,,itemIcon_160088.png,3.41,252,3,1,24.6
0x2A792,item,icon,,itemIcon_173970.png,3.41,342,3,1,23.9
0x3F4C4,small,geometry,,,3.41,336,2,1,24.0
0x3F4D0,small,geometry,,,3.41,292,3,1,24.7
0x3FDD6,small,geometry,,,3.41,342,3,1,23.9
0x45473,small,geometry,,,3.41,351,4,1,24.6
0x45495,small,geometry,,,3.41,252,3,1,24.6
0x460C7,building,geometry,,,3.41,428,3,8,879.1
0x46583,building,geometry,,,3.41,4,1,1,763.7
0x467C7,building,geometry,,,3.41,4,1,1,610.2
0x46959,building,geometry,,,3.41,4,1,2,763.7
0x4695A,building,geometry,,,3.41,4,1,2,610.2
0x4695B,building,geometry,,,3.41,4,1,1,763.7
0x4695C,building,geometry,,,3.41,4,1,1,610.2
0x47596,building,geometry,,,3.41,12,1,1,763.7
0x47597,building,geometry,,,3.41,12,1,1,610.2
0x4DE88,building,geometry,,,3.41,12,1,1,763.7
0x4E124,building,geometry,,,3.41,12,1,1,610.2
0x56242,unclear,geometry,,,3.41,50,1,1,167.5
0x59837,unclear,geometry,,,3.41,368,4,1,25.3
0x59B8F,unclear,geometry,,,3.41,368,4,1,25.3
0x59E45,unclear,geometry,,,3.41,368,4,1,25.3
0x59C2A,unclear,geometry,,,3.41,368,4,1,25.3
0x5B7DB,unclear,geometry,,,3.41,491,4,1,32.0
0x25552,small,geometry,,,3.4,263,2,1,24.6
0x36CFC,item,icon,,itemIcon_224508.png,3.4,263,2,1,24.6
0x2A207,item,icon,,itemIcon_172551.png,3.4,342,3,1,23.9
0x2A22A,item,icon,,itemIcon_172586.png,3.4,307,3,1,24.7
0x2A817,item,icon,,itemIcon_174103.png,3.4,336,3,1,23.8
0x2A924,unclear,geometry,,,3.4,24,2,3,69.8
0x2A7D1,item,icon,,itemIcon_174033.png,3.4,336,3,1,23.8
0x3FE0F,small,geometry,,,3.4,336,3,1,23.8
0x3FB7E,small,geometry,,,3.4,342,3,1,23.9
0x3FB8D,small,geometry,,,3.4,307,3,1,24.7
0x3FDF1,small,geometry,,,3.4,336,3,1,23.8
0x1B989,building,geometry,,,3.4,247,1,2,239.4
0x21294,building,geometry,,,3.4,355,3,6,342.1
0x21295,building,geometry,,,3.4,36,4,4,293.1
0x215E2,building,geometry,,,3.4,247,1,2,239.4
0x216CF,building,geometry,,,3.4,247,1,2,239.4
0x21EE2,unclear,geometry,,,3.4,360,2,3,173.6
0x331EC,building,geometry,,,3.4,280,1,3,364.1
0x33321,building,geometry,,,3.4,130,3,6,306.6
0x37BFE,item,icon,,itemIcon_228350.png,3.4,224,2,1,23.4
0x3C2E7,building,geometry,,,3.4,280,1,3,364.1
0x3C321,building,geometry,,,3.4,130,3,6,306.6
0x46063,building,geometry,,,3.4,299,1,4,1691.6
0x46704,building,geometry,,,3.4,160,1,4,5242.8
0x49380,unclear,geometry,,,3.4,224,2,5,84.4
0x4D1C2,building,geometry,,,3.4,299,1,4,1691.6
0x4DAB,unclear,geometry,,,3.4,360,2,3,173.6
0x4DD47,building,geometry,,,3.4,258,1,4,1691.6
0x4DDD7,building,geometry,,,3.4,160,1,4,5242.8
0x4E3D5,building,geometry,,,3.4,162,3,7,789.4
0x57135,item,icon,,itemIcon_356661.png,3.4,247,2,2,16.7
0x571AD,item,icon,,itemIcon_356781.png,3.4,247,2,2,16.7
0x57389,item,icon,,itemIcon_357257.png,3.4,271,3,3,16.7
0x573FF,item,icon,,itemIcon_357375.png,3.4,247,2,2,16.7
0x57311,item,icon,,itemIcon_357137.png,3.4,247,2,2,16.7
0xFAB3,building,geometry,,,3.4,247,1,2,239.4
0x31958,item,icon,,itemIcon_203096.png,3.39,214,2,1,23.8
0x40181,small,geometry,,,3.39,214,2,1,23.8
0x27961,item,icon,,itemIcon_162145.png,3.39,346,2,1,31.9
0x27976,item,icon,,itemIcon_162166.png,3.39,278,2,1,23.8
0x27A04,item,icon,,itemIcon_162308.png,3.39,242,2,1,23.8
0x2A200,item,icon,,itemIcon_172544.png,3.39,242,2,1,23.8
0x2A284,item,icon,,itemIcon_172676.png,3.39,254,2,1,24.0
0x3FB5D,small,geometry,,,3.39,242,2,1,23.8
0x3FB7B,small,geometry,,,3.39,242,2,1,23.8
0x3FBAE,unclear,geometry,,,3.39,346,2,1,31.9
0x3FBC9,small,geometry,,,3.39,254,2,1,24.0
0x3FBD5,small,geometry,,,3.39,278,2,1,23.8
0x151BA,building,geometry,,,3.39,336,2,2,678.3
0x21CBF,building,geometry,,,3.39,239,1,2,286.3
0x221C3,building,geometry,,,3.39,336,2,2,678.3
0x27BAD,unclear,geometry,,,3.39,28,2,3,34.9
0x33003,unclear,geometry,,,3.39,8,1,2,135.9
0x33391,unclear,geometry,,,3.39,344,2,3,182.2
0x34B4C,building,geometry,,,3.39,88,2,5,407.0
0x48F85,item,icon,,itemIcon_298885.png,3.39,401,4,1,31.9
0x50177,unclear,geometry,,,3.39,401,4,1,31.9
0x56FD4,item,icon,,itemIcon_356308.png,3.39,248,2,2,15.2
0x570EA,unclear,geometry,,,3.39,496,2,1,42.4
0x57162,unclear,geometry,,,3.39,496,2,1,42.4
0xD5BD,building,geometry,,,3.39,239,1,2,286.3
0xEC2B,unclear,geometry,,,3.39,28,2,3,34.9
0x1ACCD,item,icon,,itemIcon_109773.png,3.38,165,2,1,23.4
0x208FC,item,icon,,itemIcon_133372.png,3.38,165,2,1,23.4
0x269A1,item,icon,,itemIcon_158113.png,3.38,228,2,1,26.4
0x3EF78,unclear,geometry,,,3.38,228,2,1,26.4
0x3F11B,small,geometry,,,3.38,165,2,1,23.4
0x3F724,small,geometry,,,3.38,165,2,1,23.4
0x1C3CE,unclear,geometry,,,3.38,86,2,5,61.6
0x2203D,unclear,geometry,,,3.38,86,2,5,61.6
0x28DDA,unclear,geometry,,,3.38,94,3,5,46.9
0x31CC2,item,icon,,itemIcon_203970.png,3.38,274,2,1,23.3
0x4043B,small,geometry,,,3.38,274,2,1,23.3
0x466A3,building,geometry,,,3.38,125,1,4,1016.3
0x46CB9,building,geometry,,,3.38,125,1,4,1016.3
0x47049,unclear,geometry,,,3.38,442,3,3,162.8
0x48B35,item,icon,,itemIcon_297781.png,3.38,405,4,2,24.4
0x4D407,building,geometry,,,3.38,125,1,4,1016.3
0x4D41C,unclear,geometry,,,3.38,434,2,6,89.5
0x4D591,unclear,geometry,,,3.38,442,3,3,162.8
0x501C4,small,geometry,,,3.38,405,4,2,24.4
0x502FE,item,icon,,itemIcon_328446.png,3.38,165,2,1,23.4
0x570C4,item,icon,,itemIcon_356548.png,3.38,248,2,2,15.1
0x5722A,item,icon,,itemIcon_356906.png,3.38,247,2,2,15.2
0x572A0,item,icon,,itemIcon_357024.png,3.38,247,2,2,15.1
0x2A2A3,item,icon,,itemIcon_172707.png,3.37,249,2,1,11.4
0x3FBF0,small,geometry,,,3.37,249,2,1,11.4
0x26D48,item,icon,,itemIcon_159048.png,3.37,415,3,1,24.6
0x2A650,item,icon,,itemIcon_173648.png,3.37,244,2,1,24.4
0x2A747,item,icon,,itemIcon_173895.png,3.37,290,2,1,23.9
0x2A778,item,icon,,itemIcon_173944.png,3.37,236,3,1,24.5
0x3F160,small,geometry,,,3.37,415,3,1,24.6
0x3FD2D,small,geometry,,,3.37,244,2,1,24.4
0x3FDB5,small,geometry,,,3.37,290,2,1,23.9
0x3FDCA,small,geometry,,,3.37,236,3,1,24.5
0x1F1FF,building,geometry,,,3.37,212,4,8,829.8
0x31C56,item,icon,,itemIcon_203862.png,3.37,258,3,1,23.3
0x331FE,building,geometry,,,3.37,4,1,1,1028.7
0x333B8,unclear,geometry,,,3.37,73,2,3,57.8
0x3368E,unclear,geometry,,,3.37,57,2,3,32.3
0x40389,small,geometry,,,3.37,258,3,1,23.3
0x457A1,building,geometry,,,3.37,212,4,8,829.8
0x45ECA,building,geometry,,,3.37,212,4,8,829.8
0x45EEB,unclear,geometry,,,3.37,73,2,3,57.8
0x45F7F,unclear,geometry,,,3.37,57,2,3,32.3
0x46B9E,building,geometry,,,3.37,223,1,3,1823.1
0x46D75,building,geometry,,,3.37,223,1,3,1823.1
0x492F5,unclear,geometry,,,3.37,40,3,5,48.5
0x494E9,unclear,geometry,,,3.37,44,6,4,158.8
0x50687,unclear,geometry,,,3.37,40,3,5,48.5
0x5049A,item,icon,,itemIcon_328858.png,3.37,274,3,1,24.5
0x8EBF,building,geometry,,,3.37,212,4,8,829.8
0x2791B,item,icon,,itemIcon_162075.png,3.36,278,2,1,24.4
0x36F5C,small,geometry,,,3.36,278,2,1,24.4
0x37B95,small,geometry,,,3.36,238,3,1,12.5
0x40799,small,geometry,,,3.36,238,3,1,12.5
0x27329,item,icon,,itemIcon_160553.png,3.36,290,3,1,29.2
0x2743C,item,icon,,itemIcon_160828.png,3.36,305,3,1,24.6
0x3E710,unclear,geometry,,,3.36,290,3,1,29.2
0x3F916,small,geometry,,,3.36,305,3,1,24.6
0x319BA,item,icon,,itemIcon_203194.png,3.36,220,2,1,23.3
0x371E2,item,icon,,itemIcon_225762.png,3.36,358,4,1,24.6
0x3C472,building,geometry,,,3.36,438,6,8,759.9
0x3FEF6,small,geometry,,,3.36,358,4,1,24.6
0x401CB,small,geometry,,,3.36,220,2,1,23.3
0x457AC,building,geometry,,,3.36,182,4,8,829.8
0x46CB1,building,geometry,,,3.36,429,4,12,913.5
0x4DDF8,building,geometry,,,3.36,429,4,12,913.5
0x57390,item,icon,,itemIcon_357264.png,3.36,247,2,2,14.5
0xF807,building,geometry,,,3.36,182,4,8,829.8
0x1AC16,item,icon,,itemIcon_109590.png,3.35,268,2,1,24.6
0x20899,item,icon,,itemIcon_133273.png,3.35,268,2,1,24.6
0x2814A,unclear,geometry,,,3.35,244,3,3,189.6
0x2819C,unclear,geometry,,,3.35,256,4,4,189.6
0x3EFF2,small,geometry,,,3.35,268,2,1,24.6
0x3F6F4,small,geometry,,,3.35,268,2,1,24.6
0x491C8,unclear,geometry,,,3.35,256,4,4,189.6
0x491CA,unclear,geometry,,,3.35,244,3,3,189.6
0x1F0F8,building,geometry,,,3.35,341,4,7,1618.8
0x22014,building,geometry,,,3.35,341,4,7,1618.8
0x289DD,building,geometry,,,3.35,233,3,9,476.1
0x2D816,building,geometry,,,3.35,233,3,9,476.1
0x31892,item,icon,,itemIcon_202898.png,3.35,374,1,1,40.7
0x33163,building,geometry,,,3.35,425,2,4,771.0
0x3301E,building,geometry,,,3.35,425,2,4,771.0
0x33C9F,building,geometry,,,3.35,258,2,5,310.2
0x33CA6,building,geometry,,,3.35,258,2,5,310.2
0x33FA1,building,geometry,,,3.35,258,2,5,310.2
0x33FA9,building,geometry,,,3.35,258,2,5,310.2
0x34B16,building,geometry,,,3.35,425,3,4,771.0
0x37367,unclear,geometry,,,3.35,374,1,1,40.7
0x3C1B0,building,geometry,,,3.35,425,2,4,771.0
0x3C8CB,building,geometry,,,3.35,234,2,5,310.2
0x3D0CE,building,geometry,,,3.35,234,2,5,310.2
0x3D290,building,geometry,,,3.35,234,2,5,310.2
0x3E0B0,unclear,geometry,,,3.35,45,1,4,64.1
0x45869,building,geometry,,,3.35,207,4,12,433.7
0x494D4,building,geometry,,,3.35,28,5,5,280.0
0x50893,building,geometry,,,3.35,207,4,12,433.7
0x5704C,item,icon,,itemIcon_356428.png,3.35,248,2,2,14.8
0x57318,item,icon,,itemIcon_357144.png,3.35,247,2,2,14.8
0x1D455,item,icon,,itemIcon_119893.png,3.34,254,1,1,30.5
0x20862,small,geometry,,,3.34,182,4,1,11.3
0x278EA,item,icon,,itemIcon_162026.png,3.34,320,3,1,23.8
0x36C3E,unclear,geometry,,,3.34,254,1,1,30.5
0x29E79,item,icon,,itemIcon_171641.png,3.34,246,1,1,30.6
0x36DCC,unclear,geometry,,,3.34,246,1,1,30.6
0x36F55,small,geometry,,,3.34,320,3,1,23.8
0x5570A,small,geometry,,,3.34,182,4,1,11.3
0x269BF,item,icon,,itemIcon_158143.png,3.34,255,3,1,24.6
0x27462,item,icon,,itemIcon_160866.png,3.34,252,1,1,30.6
0x2748E,item,icon,,itemIcon_160910.png,3.34,246,1,1,30.6
0x36A58,unclear,geometry,,,3.34,254,1,1,30.5
0x3F334,small,geometry,,,3.34,255,3,1,24.6
0x3B95,item,icon,,itemIcon_15253.png,3.34,254,1,1,30.5
0x45496,unclear,geometry,,,3.34,252,1,1,30.6
0x4549A,unclear,geometry,,,3.34,246,1,1,30.6
0x1422F,unclear,geometry,,,3.34,126,1,2,107.5
0x1B92F,unclear,geometry,,,3.34,126,1,2,107.5
0x1C1F1,building,geometry,,,3.34,357,2,4,720.2
0x21582,unclear,geometry,,,3.34,126,1,2,107.5
0x21A7C,building,geometry,,,3.34,221,2,3,213.0
0x21F82,unclear,geometry,,,3.34,126,1,2,107.5
0x220CC,building,geometry,,,3.34,357,2,4,720.2
0x235A3,unclear,geometry,,,3.34,310,2,6,107.5
0x27C4A,unclear,geometry,,,3.34,48,1,2,51.0
0x28710,building,geometry,,,3.34,422,8,11,1313.7
0x28E11,building,geometry,,,3.34,367,4,7,1584.8
0x2D776,building,geometry,,,3.34,422,8,11,1313.7
0x2D77A,building,geometry,,,3.34,367,4,7,1584.8
0x2E21,building,geometry,,,3.34,221,2,3,213.0
0x31CE0,item,icon,,itemIcon_204000.png,3.34,269,3,1,25.9
0x31768,item,icon,,itemIcon_202600.png,3.34,271,2,1,23.6
0x37A5E,item,icon,,itemIcon_227934.png,3.34,250,1,1,30.5
0x37A90,item,icon,,itemIcon_227984.png,3.34,274,1,1,30.5
0x3FFE4,small,geometry,,,3.34,271,2,1,23.6
0x40458,unclear,geometry,,,3.34,269,3,1,25.9
0x4903E,item,icon,,itemIcon_299070.png,3.34,304,2,0,30.5
0x48E25,item,icon,,itemIcon_298533.png,3.34,254,1,1,30.5
0x4900C,item,icon,,itemIcon_299020.png,3.34,254,1,1,30.5
0x503A2,unclear,geometry,,,3.34,254,1,1,30.5
0x504F0,unclear,geometry,,,3.34,254,1,1,30.5
0x508AE,unclear,geometry,,,3.34,364,2,7,84.7
0x56974,small,geometry,,,3.34,403,2,1,23.3
0x570BD,item,icon,,itemIcon_356541.png,3.34,247,2,2,16.7
0x571B4,item,icon,,itemIcon_356788.png,3.34,248,2,2,14.7
0x57406,item,icon,,itemIcon_357382.png,3.34,247,2,2,14.6
0x59DA5,small,geometry,,,3.34,410,3,1,23.9
0xC7DC,unclear,geometry,,,3.34,48,1,2,51.0
0x27595,item,icon,,itemIcon_161173.png,3.33,339,4,1,24.6
0x36A50,unclear,geometry,,,3.33,216,1,1,31.9
0x37A2C,item,icon,,itemIcon_227884.png,3.33,216,1,1,31.9
0x3E731,small,geometry,,,3.33,339,4,1,24.6
0x40668,unclear,geometry,,,3.33,216,1,1,31.9
0x9E69,item,icon,,itemIcon_40553.png,3.33,216,1,1,31.9
0x19790,item,icon,,itemIcon_104336.png,3.33,216,1,1,31.9
0x2795A,item,icon,,itemIcon_162138.png,3.33,313,3,1,24.0
0x2760D,item,icon,,itemIcon_161293.png,3.33,296,3,1,24.6
0x36A77,unclear,geometry,,,3.33,216,1,1,31.9
0x36E31,small,geometry,,,3.33,296,3,1,24.6
0x3F2A2,unclear,geometry,,,3.33,246,2,1,26.4
0x3FBAB,small,geometry,,,3.33,313,3,1,24.0
0x598B,item,icon,,itemIcon_22923.png,3.33,246,2,1,26.4
0x219D7,building,geometry,,,3.33,306,2,4,438.8
0x25C28,building,geometry,,,3.33,239,2,8,1406.7
0x27B0E,unclear,geometry,,,3.33,152,7,7,151.1
0x2D93E,building,geometry,,,3.33,239,2,8,1406.7
0x33269,building,geometry,,,3.33,93,2,5,314.5
0x332B1,building,geometry,,,3.33,252,3,7,1083.0
0x33F44,building,geometry,,,3.33,128,2,4,338.4
0x378C9,item,icon,,itemIcon_227529.png,3.33,237,2,1,15.9
0x39DD,unclear,geometry,,,3.33,152,7,7,151.1
0x3BA4,building,geometry,,,3.33,306,2,4,438.8
0x3C313,building,geometry,,,3.33,252,3,7,1083.0
0x404F0,small,geometry,,,3.33,237,2,1,15.9
0x49634,unclear,geometry,,,3.33,132,3,3,139.1
0x5B72F,unclear,geometry,,,3.33,491,4,1,32.0
0x2756A,small,geometry,,,3.32,186,4,1,19.6
0x36E10,small,geometry,,,3.32,186,4,1,19.6
0x275B8,item,icon,,itemIcon_161208.png,3.32,170,2,1,23.8
0x275CC,item,icon,,itemIcon_161228.png,3.32,488,3,1,39.4
0x36E20,small,geometry,,,3.32,170,2,1,23.8
0x36E24,unclear,geometry,,,3.32,488,3,1,39.4
0x1F104,building,geometry,,,3.32,450,1,1,4944.1
0x22088,building,geometry,,,3.32,450,1,1,4944.1
0x286ED,building,geometry,,,3.32,139,2,4,2071.4
0x28CC5,unclear,geometry,,,3.32,47,2,2,168.9
0x2D76F,building,geometry,,,3.32,139,2,4,2071.4
0x31C9C,item,icon,,itemIcon_203932.png,3.32,382,3,1,25.1
0x403CD,unclear,geometry,,,3.32,382,3,1,25.1
0x47160,building,geometry,,,3.32,173,2,6,1333.4
0x48A86,item,icon,,itemIcon_297606.png,3.32,300,2,1,23.9
0x49357,unclear,geometry,,,3.32,40,9,9,115.9
0x4DD20,building,geometry,,,3.32,6,1,4,1142.4
0x4DD75,building,geometry,,,3.32,6,1,4,1142.4
0x4F2AD,building,geometry,,,3.32,173,2,6,1333.4
0x4FB1F,building,geometry,,,3.32,6,1,4,1142.4
0x50539,item,icon,,itemIcon_329017.png,3.32,164,2,2,23.8
0x5B033,unclear,geometry,,,3.32,458,3,1,36.1
