file,name,wiki,categories
Livia_Boots.png,Livia Boots,,ArenaNet armor icons|Hero armor icons
Livia_Gloves.png,Livia Gloves,,ArenaNet armor icons|Hero armor icons
Livia_Leggings.png,Livia Leggings,,ArenaNet armor icons|Hero armor icons
Livia_Scar_Pattern.png,Livia Scar Pattern,,ArenaNet armor icons|Hero armor icons
Livia_Tunic.png,Livia Tunic,,ArenaNet armor icons|Hero armor icons
Lok's_Scepter.png,Lok's Scepter,https://wiki.guildwars.com/wiki/Lok%27s_Scepter,ArenaNet weapon icons|Unique wand icons
Long_Arm_of_the_Law.png,Long Arm of the Law,https://wiki.guildwars.com/wiki/Long_Arm_of_the_Law,ArenaNet weapon icons|Unique scythe icons
Long_Sword.png,Long Sword,https://wiki.guildwars.com/wiki/Long_Sword,ArenaNet images|Sword icons
Long_Sword_(Ascalon_Razor).png,Long Sword (Ascalon Razor),https://wiki.guildwars.com/wiki/Long_Sword_%28Ascalon_Razor%29,ArenaNet weapon icons|Sword icons
Long_Sword_(Short_Sword).png,Long Sword (Short Sword),https://wiki.guildwars.com/wiki/Long_Sword_%28Short_Sword%29,ArenaNet weapon icons
Long_Sword_(crystalline).png,Long Sword (crystalline),https://wiki.guildwars.com/wiki/Long_Sword_%28crystalline%29,ArenaNet images|Sword icons
Longbow.png,Longbow,https://wiki.guildwars.com/wiki/Longbow,ArenaNet images|Bow icons
Longbow_(Across_the_Wall).png,Longbow (Across the Wall),https://wiki.guildwars.com/wiki/Longbow_%28Across_the_Wall%29,ArenaNet weapon icons
Longtooth's_Shield.png,Longtooth's Shield,https://wiki.guildwars.com/wiki/Longtooth%27s_Shield,ArenaNet weapon icons|Unique shield icons
Lonolun's_Staff.png,Lonolun's Staff,https://wiki.guildwars.com/wiki/Lonolun%27s_Staff,ArenaNet weapon icons|Unique staff icons
Lord_Glacius'_Staff.png,Lord Glacius' Staff,https://wiki.guildwars.com/wiki/Lord_Glacius%27_Staff,ArenaNet weapon icons|Unique staff icons
Lord_Onrah's_Sword.png,Lord Onrah's Sword,https://wiki.guildwars.com/wiki/Lord_Onrah%27s_Sword,ArenaNet weapon icons|Unique sword icons
Lorelle's_Longbow.png,Lorelle's Longbow,https://wiki.guildwars.com/wiki/Lorelle%27s_Longbow,ArenaNet weapon icons|Unique bow icons
Losaru_Hide.png,Losaru Hide,https://wiki.guildwars.com/wiki/Losaru_Hide,ArenaNet item icons|Salvage item icons|Trophy icons
Losaru_Mane.png,Losaru Mane,https://wiki.guildwars.com/wiki/Losaru_Mane,ArenaNet images|Trophy icons
Lotus_Shield.png,Lotus Shield,https://wiki.guildwars.com/wiki/Lotus_Shield,ArenaNet images|Shield icons
Lotus_Staff.png,Lotus Staff,https://wiki.guildwars.com/wiki/Lotus_Staff,ArenaNet images|Staff icons
Lou's_Karambits.png,Lou's Karambits,https://wiki.guildwars.com/wiki/Lou%27s_Karambits,ArenaNet weapon icons|Unique dagger icons
Lovisa's_Love.png,Lovisa's Love,https://wiki.guildwars.com/wiki/Lovisa%27s_Love,ArenaNet weapon icons|Unique staff icons
Luluh's_Spear.png,Luluh's Spear,https://wiki.guildwars.com/wiki/Luluh%27s_Spear,ArenaNet weapon icons|Unique spear icons
Luminescent_Lantern.png,Luminescent Lantern,https://wiki.guildwars.com/wiki/Luminescent_Lantern,ArenaNet images|Focus icons
Luminescent_Scepter.png,Luminescent Scepter,https://wiki.guildwars.com/wiki/Luminescent_Scepter,ArenaNet weapon icons|Promotional weapon icons|Wand icons
Luminous_Stone.png,Luminous Stone,https://wiki.guildwars.com/wiki/Luminous_Stone,ArenaNet item icons|Salvage item icons|Trophy icons
Lunar_Festival_Grab_Bag.png,Lunar Festival Grab Bag,https://wiki.guildwars.com/wiki/Lunar_Festival_Grab_Bag,ArenaNet item icons|Canthan New Year images|Present icons
Lunar_Fortune.png,Lunar Fortune,https://wiki.guildwars.com/wiki/Lunar_Fortune,ArenaNet item icons|Canthan New Year images|Present icons
Lunar_Token.png,Lunar Token,https://wiki.guildwars.com/wiki/Lunar_Token,ArenaNet item icons|Canthan New Year images|Reward trophy icons|Trophy icons
Lunatic_Court_Finery_f.png,Lunatic Court Finery f,,ArenaNet armor icons|Costume icons
Lunatic_Court_Finery_m.png,Lunatic Court Finery m,,ArenaNet armor icons|Costume icons
Lunatic_Court_Helm.png,Lunatic Court Helm,https://wiki.guildwars.com/wiki/Lunatic_Court_Finery,ArenaNet armor icons|Costume icons
Lunto's_Pincers.png,Lunto's Pincers,https://wiki.guildwars.com/wiki/Lunto%27s_Pincers,ArenaNet weapon icons|Unique dagger icons
Lupine_Mask.png,Lupine Mask,https://wiki.guildwars.com/wiki/Lupine_Mask,ArenaNet armor icons|Festival Hat icons|Halloween images
Lushivahr's_Prism.png,Lushivahr's Prism,https://wiki.guildwars.com/wiki/Lushivahr%27s_Prism,ArenaNet weapon icons|Unique focus icons
Lustrous_Stone.png,Lustrous Stone,https://wiki.guildwars.com/wiki/Lustrous_Stone,ArenaNet item icons|Items with shared icons|Salvage item icons|Trophy icons
Luxon_Bracers.png,Luxon Bracers,https://wiki.guildwars.com/wiki/Luxon_Bracers,ArenaNet images|Salvage item icons
Luxon_Key.png,Luxon Key,https://wiki.guildwars.com/wiki/Key,ArenaNet images|Key icons
Luxon_Pendant.png,Luxon Pendant,https://wiki.guildwars.com/wiki/Luxon_Pendant,ArenaNet images|Trophy icons
Luxon_Totem.png,Luxon Totem,https://wiki.guildwars.com/wiki/Luxon_Totem,ArenaNet item icons|Reward trophy icons
Lyssa's_Bedlam.png,Lyssa's Bedlam,https://wiki.guildwars.com/wiki/Lyssa%27s_Bedlam,ArenaNet weapon icons|Unique scythe icons
M.O.X._Arms.png,M.O.X. Arms,,ArenaNet armor icons|Hero armor icons
M.O.X._Body.png,M.O.X. Body,,ArenaNet armor icons|Hero armor icons
M.O.X._Head.png,M.O.X. Head,,ArenaNet armor icons|Hero armor icons
M.O.X._Legs.png,M.O.X. Legs,,ArenaNet armor icons|Hero armor icons
M.O.X._Stompers.png,M.O.X. Stompers,,ArenaNet armor icons|Hero armor icons
Mabah's_Scepter.png,Mabah's Scepter,https://wiki.guildwars.com/wiki/Mabah%27s_Scepter,ArenaNet weapon icons|Unique wand icons
Macabre_Tonic.png,Macabre Tonic,https://wiki.guildwars.com/wiki/Macabre_Tonic,ArenaNet item icons|Regular tonic icons
Machete.png,Machete,https://wiki.guildwars.com/wiki/Machete,ArenaNet images|Sword icons
Magical_Compass.png,Magical Compass,https://wiki.guildwars.com/wiki/Magical_Compass,ArenaNet images|Quest item icons
Magmas_Arm.png,Magmas Arm,https://wiki.guildwars.com/wiki/Magmas_Arm,ArenaNet images|Hammer icons
Magmas_Shield.png,Magmas Shield,https://wiki.guildwars.com/wiki/Magmas_Shield,ArenaNet images|Shield icons
Magmus'_Staff.png,Magmus' Staff,https://wiki.guildwars.com/wiki/Magmus%27_Staff,ArenaNet weapon icons|Unique staff icons
Maguuma_Key.png,Maguuma Key,https://wiki.guildwars.com/wiki/Key,ArenaNet images|Key icons
Maguuma_Mane.png,Maguuma Mane,https://wiki.guildwars.com/wiki/Maguuma_Mane,ArenaNet images|Trophy icons
Maguuma_Spider_Web.png,Maguuma Spider Web,https://wiki.guildwars.com/wiki/Maguuma_Spider_Web,ArenaNet item icons|Salvage item icons|Trophy icons
Mahgo_Claw.png,Mahgo Claw,https://wiki.guildwars.com/wiki/Mahgo_Claw,ArenaNet item icons|Trophy icons
Majestic_Focus.png,Majestic Focus,https://wiki.guildwars.com/wiki/Majestic_Focus,ArenaNet images|Focus icons
Makdeh's_Focus.png,Makdeh's Focus,https://wiki.guildwars.com/wiki/Makdeh%27s_Focus,ArenaNet weapon icons|Unique focus icons
Malinon's_Malign_Hammer.png,Malinon's Malign Hammer,https://wiki.guildwars.com/wiki/Malinon%27s_Malign_Hammer,ArenaNet weapon icons|Unique hammer icons
Malinon's_Shield.png,Malinon's Shield,https://wiki.guildwars.com/wiki/Malinon%27s_Shield,ArenaNet weapon icons|Unique shield icons
Malinon's_Skull_Crusher.png,Malinon's Skull Crusher,https://wiki.guildwars.com/wiki/Malinon%27s_Skull_Crusher,ArenaNet weapon icons|Unique hammer icons
Mallyx's_Courage.png,Mallyx's Courage,https://wiki.guildwars.com/wiki/Mallyx%27s_Courage,ArenaNet weapon icons|Unique shield icons
Mallyx's_Creation.png,Mallyx's Creation,https://wiki.guildwars.com/wiki/Mallyx%27s_Creation,ArenaNet weapon icons|Unique focus icons
Mallyx's_Cruelty.png,Mallyx's Cruelty,https://wiki.guildwars.com/wiki/Mallyx%27s_Cruelty,ArenaNet weapon icons|Unique spear icons
Mallyx's_Defense.png,Mallyx's Defense,https://wiki.guildwars.com/wiki/Mallyx%27s_Defense,ArenaNet weapon icons|Unique shield icons
Mallyx's_Divinity.png,Mallyx's Divinity,https://wiki.guildwars.com/wiki/Mallyx%27s_Divinity,ArenaNet weapon icons|Unique focus icons
Mallyx's_Edge.png,Mallyx's Edge,https://wiki.guildwars.com/wiki/Mallyx%27s_Edge,ArenaNet weapon icons|Unique sword icons
Mallyx's_Endurance.png,Mallyx's Endurance,https://wiki.guildwars.com/wiki/Mallyx%27s_Endurance,ArenaNet weapon icons|Unique wand icons
Mallyx's_Faith.png,Mallyx's Faith,https://wiki.guildwars.com/wiki/Mallyx%27s_Faith,ArenaNet weapon icons|Unique wand icons
Mallyx's_Hatred.png,Mallyx's Hatred,https://wiki.guildwars.com/wiki/Mallyx%27s_Hatred,ArenaNet weapon icons|Unique scythe icons
Mallyx's_Inspiration.png,Mallyx's Inspiration,https://wiki.guildwars.com/wiki/Mallyx%27s_Inspiration,ArenaNet weapon icons|Unique focus icons
Mallyx's_Longbow.png,Mallyx's Longbow,https://wiki.guildwars.com/wiki/Mallyx%27s_Longbow,ArenaNet weapon icons|Unique bow icons
Mallyx's_Making.png,Mallyx's Making,https://wiki.guildwars.com/wiki/Mallyx%27s_Making,ArenaNet weapon icons|Unique wand icons
Mallyx's_Malice.png,Mallyx's Malice,https://wiki.guildwars.com/wiki/Mallyx%27s_Malice,ArenaNet weapon icons|Unique wand icons
Mallyx's_Maul.png,Mallyx's Maul,https://wiki.guildwars.com/wiki/Mallyx%27s_Maul,ArenaNet weapon icons|Unique hammer icons
Mallyx's_Motivation.png,Mallyx's Motivation,https://wiki.guildwars.com/wiki/Mallyx%27s_Motivation,ArenaNet weapon icons|Unique shield icons
Mallyx's_Perpetuity.png,Mallyx's Perpetuity,https://wiki.guildwars.com/wiki/Mallyx%27s_Perpetuity,ArenaNet weapon icons|Unique focus icons
Mallyx's_Reaver.png,Mallyx's Reaver,https://wiki.guildwars.com/wiki/Mallyx%27s_Reaver,ArenaNet weapon icons|Unique axe icons
Mallyx's_Recurve_Bow.png,Mallyx's Recurve Bow,https://wiki.guildwars.com/wiki/Mallyx%27s_Recurve_Bow,ArenaNet weapon icons|Unique bow icons
Mallyx's_Savagery.png,Mallyx's Savagery,https://wiki.guildwars.com/wiki/Mallyx%27s_Savagery,ArenaNet weapon icons|Unique scythe icons
Mallyx's_Spite.png,Mallyx's Spite,https://wiki.guildwars.com/wiki/Mallyx%27s_Spite,ArenaNet weapon icons|Unique focus icons
Mallyx's_Strife.png,Mallyx's Strife,https://wiki.guildwars.com/wiki/Mallyx%27s_Strife,ArenaNet weapon icons|Unique spear icons
Mallyx's_Supremacy.png,Mallyx's Supremacy,https://wiki.guildwars.com/wiki/Mallyx%27s_Supremacy,ArenaNet weapon icons|Unique shield icons
Mallyx's_Whim.png,Mallyx's Whim,https://wiki.guildwars.com/wiki/Mallyx%27s_Whim,ArenaNet weapon icons|Unique wand icons
Mallyx's_Zeal.png,Mallyx's Zeal,https://wiki.guildwars.com/wiki/Mallyx%27s_Zeal,ArenaNet weapon icons|Unique dagger icons
Mammoth_Axe.png,Mammoth Axe,https://wiki.guildwars.com/wiki/Mammoth_Axe,ArenaNet images|Axe icons
Mammoth_Blade.png,Mammoth Blade,https://wiki.guildwars.com/wiki/Mammoth_Blade,ArenaNet images|Sword icons
Mandragor_Carapace.png,Mandragor Carapace,https://wiki.guildwars.com/wiki/Mandragor_Carapace,ArenaNet images|Trophy icons
Mandragor_Husk.png,Mandragor Husk,https://wiki.guildwars.com/wiki/Mandragor_Husk,ArenaNet images|Trophy icons
Mandragor_Root.png,Mandragor Root,https://wiki.guildwars.com/wiki/Mandragor_Root,ArenaNet images|Trophy icons
Mandragor_Root_Cake.png,Mandragor Root Cake,https://wiki.guildwars.com/wiki/Mandragor_Root_Cake,ArenaNet item icons|Sweet icons
Mandragor_Swamproot.png,Mandragor Swamproot,https://wiki.guildwars.com/wiki/Mandragor_Swamproot,ArenaNet images|Trophy icons
Mantid_Pincer.png,Mantid Pincer,https://wiki.guildwars.com/wiki/Mantid_Pincer,ArenaNet images|Trophy icons
Mantis_Pincer.png,Mantis Pincer,https://wiki.guildwars.com/wiki/Mantis_Pincer,ArenaNet images|Trophy icons
Maplewood_Longbow.png,Maplewood Longbow,https://wiki.guildwars.com/wiki/Maplewood_Longbow,ArenaNet images|Bow icons
Marble_Hammer.png,Marble Hammer,https://wiki.guildwars.com/wiki/Marble_Hammer,ArenaNet images|Hammer icons
Margonite_Gemstone.png,Margonite Gemstone,https://wiki.guildwars.com/wiki/Margonite_Gemstone,ArenaNet images|Quest item icons
Margonite_Key.png,Margonite Key,https://wiki.guildwars.com/wiki/Key,ArenaNet images|Key icons
Margonite_Mask.png,Margonite Mask,https://wiki.guildwars.com/wiki/Margonite_Mask,ArenaNet images|Trophy icons
Margrid_the_Sly_Boots.png,Margrid the Sly Boots,,ArenaNet armor icons|Hero armor icons
Margrid_the_Sly_Gloves.png,Margrid the Sly Gloves,,ArenaNet armor icons|Hero armor icons
Margrid_the_Sly_Leggings.png,Margrid the Sly Leggings,,ArenaNet armor icons|Hero armor icons
Margrid_the_Sly_Mask.png,Margrid the Sly Mask,,ArenaNet armor icons|Hero armor icons
Margrid_the_Sly_Vest.png,Margrid the Sly Vest,,ArenaNet armor icons|Hero armor icons
Mark_of_Aidan.png,Mark of Aidan,https://wiki.guildwars.com/wiki/Mark_of_Aidan,ArenaNet images|Quest item icons
Marking_Web.png,Marking Web,https://wiki.guildwars.com/wiki/Marking_Web,ArenaNet item icons|Quest item icons
Marobeh's_Chill.png,Marobeh's Chill,https://wiki.guildwars.com/wiki/Marobeh%27s_Chill,ArenaNet weapon icons|Unique focus icons
Mask_of_the_Mo_Zing.png,Mask of the Mo Zing,https://wiki.guildwars.com/wiki/Mask_of_the_Mo_Zing,ArenaNet armor icons|Common armor icons
Massive_Jawbone.png,Massive Jawbone,https://wiki.guildwars.com/wiki/Massive_Jawbone,ArenaNet images|Trophy icons
Master_of_Whispers_Boots.png,Master of Whispers Boots,,ArenaNet armor icons|Hero armor icons
Master_of_Whispers_Gloves.png,Master of Whispers Gloves,,ArenaNet armor icons|Hero armor icons
Master_of_Whispers_Leggings.png,Master of Whispers Leggings,,ArenaNet armor icons|Hero armor icons
Master_of_Whispers_Scar_Pattern.png,Master of Whispers Scar Pattern,,ArenaNet armor icons|Hero armor icons
Master_of_Whispers_Tunic.png,Master of Whispers Tunic,,ArenaNet armor icons|Hero armor icons
Maul_of_the_Hierophant.png,Maul of the Hierophant,https://wiki.guildwars.com/wiki/Maul_of_the_Hierophant,ArenaNet weapon icons|Unique hammer icons
Maul_of_the_Kinslayer.png,Maul of the Kinslayer,https://wiki.guildwars.com/wiki/Maul_of_the_Kinslayer,ArenaNet weapon icons|Unique hammer icons
Medal_of_Honor.png,Medal of Honor,https://wiki.guildwars.com/wiki/Medal_of_Honor,ArenaNet item icons|Reward trophy icons
Mehkuunah_Plant_Sample.png,Mehkuunah Plant Sample,https://wiki.guildwars.com/wiki/Mehkuunah_Plant_Sample,ArenaNet images|Quest item icons
Melandru's_Grip.png,Melandru's Grip,https://wiki.guildwars.com/wiki/Melandru%27s_Grip,ArenaNet weapon icons|Unique scythe icons
Melandru's_Helm_f.png,Melandru's Helm f,,ArenaNet armor icons|Costume icons
Melandru's_Helm_m.png,Melandru's Helm m,,ArenaNet armor icons|Costume icons
Melandru's_Vestment_f.png,Melandru's Vestment f,,ArenaNet armor icons|Costume icons
Melandru's_Vestment_m.png,Melandru's Vestment m,,ArenaNet armor icons|Costume icons
Melodic_Gaki_Horn.png,Melodic Gaki Horn,https://wiki.guildwars.com/wiki/Melodic_Gaki_Horn,ArenaNet images|Quest item icons
Melon_Hammer.png,Melon Hammer,https://wiki.guildwars.com/wiki/Melon_Hammer,ArenaNet images|Hammer icons
Melonni_Hood.png,Melonni Hood,,ArenaNet armor icons|Hero armor icons
Melonni_Leggings.png,Melonni Leggings,,ArenaNet armor icons|Hero armor icons
Melonni_Robes.png,Melonni Robes,,ArenaNet armor icons|Hero armor icons
Melonni_Shoes.png,Melonni Shoes,,ArenaNet armor icons|Hero armor icons
Melonni_Vambraces.png,Melonni Vambraces,,ArenaNet armor icons|Hero armor icons
Menzes'_Ambition.png,Menzes' Ambition,https://wiki.guildwars.com/wiki/Menzes%27_Ambition,ArenaNet weapon icons|Unique wand icons
Menzes'_Influence.png,Menzes' Influence,https://wiki.guildwars.com/wiki/Menzes%27_Influence,ArenaNet weapon icons|Unique wand icons
Mercantile_Summoning_Stone.png,Mercantile Summoning Stone,https://wiki.guildwars.com/wiki/Mercantile_Summoning_Stone,ArenaNet item icons|Summoning stone icons
Mergoyle_Skull.png,Mergoyle Skull,https://wiki.guildwars.com/wiki/Mergoyle_Skull,ArenaNet images|Trophy icons
Merki's_Gaze.png,Merki's Gaze,https://wiki.guildwars.com/wiki/Merki%27s_Gaze,ArenaNet weapon icons|Unique shield icons
Mesmer_Ancient_Attire_f.png,Mesmer Ancient Attire f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Ancient_Attire_m.png,Mesmer Ancient Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Ancient_Footwear_f.png,Mesmer Ancient Footwear f,,ArenaNet images|Mesmer armor icons
Mesmer_Ancient_Footwear_m.png,Mesmer Ancient Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Ancient_Gloves_f.png,Mesmer Ancient Gloves f,,ArenaNet images|Mesmer armor icons
Mesmer_Ancient_Gloves_m.png,Mesmer Ancient Gloves m,,ArenaNet images|Mesmer armor icons
Mesmer_Ancient_Hose_f.png,Mesmer Ancient Hose f,,ArenaNet images|Mesmer armor icons
Mesmer_Ancient_Hose_m.png,Mesmer Ancient Hose m,,ArenaNet images|Mesmer armor icons
Mesmer_Ancient_Mask_f.png,Mesmer Ancient Mask f,,ArenaNet images|Mesmer armor icons
Mesmer_Ancient_Mask_m.png,Mesmer Ancient Mask m,,ArenaNet images|Mesmer armor icons
Mesmer_Animal_Mask_f.png,Mesmer Animal Mask f,,ArenaNet images|Mesmer armor icons
Mesmer_Animal_Mask_m.png,Mesmer Animal Mask m,,ArenaNet images|Mesmer armor icons
Mesmer_Ascalon_Attire_f.png,Mesmer Ascalon Attire f,,ArenaNet images|Mesmer armor icons
Mesmer_Ascalon_Attire_m.png,Mesmer Ascalon Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Ascalon_Footwear_f.png,Mesmer Ascalon Footwear f,,ArenaNet images|Mesmer armor icons
Mesmer_Ascalon_Footwear_m.png,Mesmer Ascalon Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Ascalon_Gloves_f.png,Mesmer Ascalon Gloves f,,ArenaNet images|Mesmer armor icons
Mesmer_Ascalon_Gloves_m.png,Mesmer Ascalon Gloves m,,ArenaNet images|Mesmer armor icons
Mesmer_Ascalon_Hose_f.png,Mesmer Ascalon Hose f,,ArenaNet images|Mesmer armor icons
Mesmer_Ascalon_Hose_m.png,Mesmer Ascalon Hose m,,ArenaNet images|Mesmer armor icons
Mesmer_Asuran_Attire_f.png,Mesmer Asuran Attire f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Asuran_Attire_m.png,Mesmer Asuran Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Asuran_Footwear_f.png,Mesmer Asuran Footwear f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Asuran_Footwear_m.png,Mesmer Asuran Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Asuran_Gloves_f.png,Mesmer Asuran Gloves f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Asuran_Gloves_m.png,Mesmer Asuran Gloves m,,ArenaNet images|Mesmer armor icons
Mesmer_Asuran_Hose_f.png,Mesmer Asuran Hose f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Asuran_Hose_m.png,Mesmer Asuran Hose m,,ArenaNet images|Mesmer armor icons
Mesmer_Asuran_Mask_f.png,Mesmer Asuran Mask f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Asuran_Mask_m.png,Mesmer Asuran Mask m,,ArenaNet armor icons
Mesmer_Canthan_Attire_f.png,Mesmer Canthan Attire f,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Attire_m.png,Mesmer Canthan Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Footwear_f.png,Mesmer Canthan Footwear f,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Footwear_m.png,Mesmer Canthan Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Gloves_f.png,Mesmer Canthan Gloves f,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Gloves_m.png,Mesmer Canthan Gloves m,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Hose_f.png,Mesmer Canthan Hose f,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Hose_m.png,Mesmer Canthan Hose m,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Mask_f.png,Mesmer Canthan Mask f,,ArenaNet images|Mesmer armor icons
Mesmer_Canthan_Mask_m.png,Mesmer Canthan Mask m,,ArenaNet images|Mesmer armor icons
Mesmer_Costume_Mask_f.png,Mesmer Costume Mask f,,ArenaNet images|Mesmer armor icons
Mesmer_Costume_Mask_m.png,Mesmer Costume Mask m,,ArenaNet images|Mesmer armor icons
Mesmer_Courtly_Attire_f.png,Mesmer Courtly Attire f,,ArenaNet images|Mesmer armor icons
Mesmer_Courtly_Attire_m.png,Mesmer Courtly Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Courtly_Footwear_f.png,Mesmer Courtly Footwear f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Courtly_Footwear_m.png,Mesmer Courtly Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Courtly_Gloves_f.png,Mesmer Courtly Gloves f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Courtly_Gloves_m.png,Mesmer Courtly Gloves m,,ArenaNet images|Mesmer armor icons
Mesmer_Courtly_Hose_f.png,Mesmer Courtly Hose f,,ArenaNet armor icons|Mesmer armor icons
Mesmer_Courtly_Hose_m.png,Mesmer Courtly Hose m,,ArenaNet images|Mesmer armor icons
Mesmer_Discreet_Mask_f.png,Mesmer Discreet Mask f,,ArenaNet images|Mesmer armor icons
Mesmer_Discreet_Mask_m.png,Mesmer Discreet Mask m,,ArenaNet images|Mesmer armor icons
Mesmer_Elegant_Long_Coat_f.png,Mesmer Elegant Long Coat f,,ArenaNet images|Mesmer armor icons
Mesmer_Elegant_Long_Coat_m.png,Mesmer Elegant Long Coat m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Canthan_Attire_f.png,Mesmer Elite Canthan Attire f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Canthan_Attire_m.png,Mesmer Elite Canthan Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Canthan_Footwear_f.png,Mesmer Elite Canthan Footwear f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Canthan_Footwear_m.png,Mesmer Elite Canthan Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Rogue_Attire_f.png,Mesmer Elite Rogue Attire f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Rogue_Attire_m.png,Mesmer Elite Rogue Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Rogue_Footwear_f.png,Mesmer Elite Rogue Footwear f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Rogue_Footwear_m.png,Mesmer Elite Rogue Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Rogue_Gloves_f.png,Mesmer Elite Rogue Gloves f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Rogue_Gloves_m.png,Mesmer Elite Rogue Gloves m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Rogue_Hose_f.png,Mesmer Elite Rogue Hose f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Rogue_Hose_m.png,Mesmer Elite Rogue Hose m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Attire_f.png,Mesmer Elite Sunspear Attire f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Attire_m.png,Mesmer Elite Sunspear Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Footwear_f.png,Mesmer Elite Sunspear Footwear f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Footwear_m.png,Mesmer Elite Sunspear Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Gloves_f.png,Mesmer Elite Sunspear Gloves f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Gloves_m.png,Mesmer Elite Sunspear Gloves m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Hose_f.png,Mesmer Elite Sunspear Hose f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Hose_m.png,Mesmer Elite Sunspear Hose m,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Mask_f.png,Mesmer Elite Sunspear Mask f,,ArenaNet images|Mesmer armor icons
Mesmer_Elite_Sunspear_Mask_m.png,Mesmer Elite Sunspear Mask m,,ArenaNet images|Mesmer armor icons
Mesmer_Enchanter_Attire_f.png,Mesmer Enchanter Attire f,,ArenaNet images|Mesmer armor icons
Mesmer_Enchanter_Attire_m.png,Mesmer Enchanter Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Enchanter_Footwear_f.png,Mesmer Enchanter Footwear f,,ArenaNet images|Mesmer armor icons
Mesmer_Enchanter_Footwear_m.png,Mesmer Enchanter Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Enchanter_Gloves_f.png,Mesmer Enchanter Gloves f,,ArenaNet images|Mesmer armor icons
Mesmer_Enchanter_Gloves_m.png,Mesmer Enchanter Gloves m,,ArenaNet images|Mesmer armor icons
Mesmer_Enchanter_Hose_f.png,Mesmer Enchanter Hose f,,ArenaNet images|Mesmer armor icons
Mesmer_Enchanter_Hose_m.png,Mesmer Enchanter Hose m,,ArenaNet images|Mesmer armor icons
Mesmer_Imposing_Mask_f.png,Mesmer Imposing Mask f,,ArenaNet images|Mesmer armor icons
Mesmer_Imposing_Mask_m.png,Mesmer Imposing Mask m,,ArenaNet images|Mesmer armor icons
Mesmer_Istani_Attire_f.png,Mesmer Istani Attire f,,ArenaNet images|Mesmer armor icons
Mesmer_Istani_Attire_m.png,Mesmer Istani Attire m,,ArenaNet images|Mesmer armor icons
Mesmer_Istani_Footwear_f.png,Mesmer Istani Footwear f,,ArenaNet images|Mesmer armor icons
Mesmer_Istani_Footwear_m.png,Mesmer Istani Footwear m,,ArenaNet images|Mesmer armor icons
Mesmer_Istani_Gloves_f.png,Mesmer Istani Gloves f,,ArenaNet images|Mesmer armor icons
Mesmer_Istani_Gloves_m.png,Mesmer Istani Gloves m,,ArenaNet images|Mesmer armor icons
